NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
5001,4762650101,4762650101,FEEDER-1(TOWN-OTHER),FEEDER-1(TOWN-OTHER),10,2,202,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5002,4762650103,4762650103,FEEDER-3(TOWN-OTHER),FEEDER-3(TOWN-OTHER),10,2,202,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5003,4762660104,4762660104,FEEDER-4(TOWN-OTHER),FEEDER-4(TOWN-OTHER),773,2,150,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5004,4762670102,4762670102,FEEDER -II(CHQ),FEEDER -II(CHQ),79,2,151,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5005,4762670103,4762670103,MAGARKHEDA(FS-IRR),MAGARKHEDA(FS-IRR),28,2,151,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5006,4762690101,4762690101,FEEDER-1(TOWN-OTHER),FEEDER-1(TOWN-OTHER),110,2,151,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5007,4762790104,4762790104,GARIA(FS-IRR),GARIA(FS-IRR),1487,2,150,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5008,4762790105,4762790105,SEMLIYACHOW DLF(FS-DLF),SEMLIYACHOW DLF(FS-DLF),1487,2,150,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5009,4763010163,4763010163,MANSION-1(CHQ),MANSION-1(CHQ),1075,2,170,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5010,4763020101,4763020101,PDPL IND.(INDUSTRIAL),PDPL IND.(INDUSTRIAL),1305,2,148,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5011,4763020105,4763020105,KANADIYA(FS-IRR),KANADIYA(FS-IRR),1305,2,148,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5012,4763140102,4763140102,DHAMNAI(FS-IRR),DHAMNAI(FS-IRR),969,2,149,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5013,4763300101,4763300101,HASAKHEDI(FS-IRR),HASAKHEDI(FS-IRR),967,2,148,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5014,4763300106,4763300106,ASRAWAD DLF(FS-DLF),ASRAWAD DLF(FS-DLF),967,2,148,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5015,4763600101,4763600101,SIVNI(FS-IRR),SIVNI(FS-IRR),1018,2,149,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5016,4763600102,4763600102,GADI(FS-IRR),GADI(FS-IRR),1018,2,149,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5017,4763600103,4763600103,BANJARI(FS-IRR),BANJARI(FS-IRR),1018,2,149,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5018,4763710104,4763710104,KALINDI TOWN(TOWN-OTHER),KALINDI TOWN(TOWN-OTHER),183,2,170,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5019,4763710105,4763710105,VINAYAK(INDUSTRIAL),VINAYAK(INDUSTRIAL),183,2,170,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5020,5046220104,5046220104,KHEDA(FS-DLF),KHEDA(FS-DLF),877,2,417,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5021,5046610102,5046610102,PALEDI(FS-DLF),PALEDI(FS-DLF),254,2,414,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5022,5047870106,5047870106,KHARDU(FS-DLF),KHARDU(FS-DLF),482,2,418,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5023,5048960101,5048960101,AGERA(FS-DLF),AGERA(FS-DLF),538,2,420,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5024,5050860103,5050860103,GHATWANI(RURAL-MIXED),GHATWANI(RURAL-MIXED),218,2,402,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5025,5051030102,5051030102,KADWAL(FS-DLF),KADWAL(FS-DLF),62,2,402,True,1,10/14/2020 9:35:03 AM,,,,,,,1
5026,5051720101,5051720101,KATTHIWADA(FS-DLF),KATTHIWADA(FS-DLF),461,2,400,True,1,10/14/2020 9:35:03 AM,,,,,,,1
