NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
287001,TLT0000073,TLT0000073,JAGDISH NIRBHAYRAM WALA (KAY),JAGDISH NIRBHAYRAM WALA (KAY),5221,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287002,TLT0000085,TLT0000085,MOTILAL HIRA WALA (OYT),MOTILAL HIRA WALA (OYT),5220,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287003,TLT0000095,TLT0000095,UMED SINGH (OYT),UMED SINGH (OYT),8605,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287004,TLT0000097,TLT0000097,RAJARAM RATANLAL(OYT),RAJARAM RATANLAL(OYT),8605,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287005,TLT0000098,TLT0000098,GANPAT VARDA(ST/SC),GANPAT VARDA(ST/SC),8605,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287006,TLT0000108,TLT0000108,SOHANBAI WALA(KAY),SOHANBAI WALA(KAY),6128,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287007,TLT0000118,TLT0000118,BHERU SINGH DEVI SINGH(KAY),BHERU SINGH DEVI SINGH(KAY),8605,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287008,TLT0000119,TLT0000119,banesing dongarsing,banesing dongarsing,8605,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287009,TLT0000123,TLT0000123,MANSURI KE KHET WALA,MANSURI KE KHET WALA,3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287010,TLT0000124,TLT0000124,vajesing okarsing,vajesing okarsing,3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287011,TLT0000138,TLT0000138,RAMA SAVRUP WALA (ST/SC),RAMA SAVRUP WALA (ST/SC),3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287012,TLT0000140,TLT0000140,RAMCHANDRA NANDRAM (OYT),RAMCHANDRA NANDRAM (OYT),3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287013,TLT0000141,TLT0000141,TULSIBAI SATYNARAYAN (KAY),TULSIBAI SATYNARAYAN (KAY),3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287014,TLT0000154,TLT0000154,satyanarayan bhawarlal,satyanarayan bhawarlal,3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287015,TLT0000167,TLT0000167,GOVARDHAN SINGH RUPSINGH (KAY),GOVARDHAN SINGH RUPSINGH (KAY),3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287016,TLT0000172,TLT0000172,BAGDIRAM RATANLAL (OYT),BAGDIRAM RATANLAL (OYT),3104,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287017,TLT0000175,TLT0000175,PANNALAL NAGU (OYT),PANNALAL NAGU (OYT),2346,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287018,TLT0000180,TLT0000180,MAYA BAI MEHRBAN SINGH (OYT),MAYA BAI MEHRBAN SINGH (OYT),2346,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287019,TLT0000184,TLT0000184,DHANNALAL GANPAT (OYT),DHANNALAL GANPAT (OYT),2346,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287020,TLT0000191,TLT0000191,BALARAM LAXMINARAYAN (KAY),BALARAM LAXMINARAYAN (KAY),2172,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287021,TLT0000192,TLT0000192,BALU KUVA WALA,BALU KUVA WALA,2172,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287022,TLT0000195,TLT0000195,RAMESH PATIDAR KE KHET WALA,RAMESH PATIDAR KE KHET WALA,2172,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287023,TLT0000205,TLT0000205,KUNDLA WALA,KUNDLA WALA,5731,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287024,TLT0000217,TLT0000217,GAFFUR KHA WALA (OYT),GAFFUR KHA WALA (OYT),2172,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287025,TLT0000259,TLT0000259,BADRI BHOI WALA,BADRI BHOI WALA,5731,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287026,TLT0000260,TLT0000260,sattu wala,sattu wala,5731,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287027,TLT0000270,TLT0000270,BABULAL KANVARLAL WALA (OYT),BABULAL KANVARLAL WALA (OYT),2169,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
287028,TLT0000281,TLT0000281,jivansing wala kay,jivansing wala kay,3101,3,332,True,1,10/14/2020 9:35:38 AM,,,,,,,1
