NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
233001,VKG0002222,VKG0002222,Kay Meharban Singh Wala,Kay Meharban Singh Wala,3093,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233002,VKG0002231,VKG0002231,KAY NAGULAL WALA,KAY NAGULAL WALA,2339,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233003,VKG0002233,VKG0002233,Kay Nagulal Wala,Kay Nagulal Wala,2339,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233004,VKG0002238,VKG0002238,Dolat Ram Wali,Dolat Ram Wali,2339,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233005,VKG0002264,VKG0002264,Jhad Wali,Jhad Wali,2160,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233006,VKG0002268,VKG0002268,Alote Raste Wali,Alote Raste Wali,7913,3,330,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233007,ZRD0001225,ZRD0001225,NARABDA BAI MADAN,NARABDA BAI MADAN,3287,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233008,ZRD0001227,ZRD0001227,DROPATI BAI ISWAR LAL,DROPATI BAI ISWAR LAL,2798,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233009,ZRD0001242,ZRD0001242,MUBARIK IBRAHIM,MUBARIK IBRAHIM,3287,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233010,ZRD0001249,ZRD0001249,AMAR SINGH PARE SINGH,AMAR SINGH PARE SINGH,3287,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233011,ZRD0001251,ZRD0001251,MUKESH RAM PRASAD PATIDAR,MUKESH RAM PRASAD PATIDAR,3291,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233012,ZRD0001260,ZRD0001260,KALA BAI BANE LAL,KALA BAI BANE LAL,7976,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233013,ZRD0001271,ZRD0001271,JASWANT SINGH GANPAT SINGH,JASWANT SINGH GANPAT SINGH,2798,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233014,ZRD0001273,ZRD0001273,GAJRAJ SINGH BANE SINGH,GAJRAJ SINGH BANE SINGH,2798,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233015,ZRD0001290,ZRD0001290,SHIVLAL GANPATJI KMP WALA,SHIVLAL GANPATJI KMP WALA,2795,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233016,ZRD0001291,ZRD0001291,BHAGGA KESHARJI WALA,BHAGGA KESHARJI WALA,3287,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233017,ZRD0001302,ZRD0001302,Ambaram Shwarupji Wala,Ambaram Shwarupji Wala,3287,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233018,ZRD0001303,ZRD0001303,Kamla Bai Shivnarayan Wala,Kamla Bai Shivnarayan Wala,2428,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233019,ZRD0001309,ZRD0001309,Dipmala Kumawat wala,Dipmala Kumawat wala,7973,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233020,ZRD0001319,ZRD0001319,SURESINGH 2 TC TO PC WALA,SURESINGH 2 TC TO PC WALA,3292,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233021,ZRD0001329,ZRD0001329,BAHADURSINGH KMP WALA,BAHADURSINGH KMP WALA,2798,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233022,ZRD0001331,ZRD0001331,PAGARIYA KMP WALA,PAGARIYA KMP WALA,3291,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233023,ZRD0001336,ZRD0001336,VAJESINGH ANDARSINGH KMP WALA,VAJESINGH ANDARSINGH KMP WALA,2792,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233024,ZRD0001536,ZRD0001536,DEV MANDIR KE PASS,DEV MANDIR KE PASS,7989,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233025,ZRD0001537,ZRD0001537,MIDDLE SCHOOL,MIDDLE SCHOOL,7989,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233026,ZRD0001538,ZRD0001538,NEMICHAND MANGILAL KMP,NEMICHAND MANGILAL KMP,2795,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233027,ZRD0001540,ZRD0001540,DINESHCHANDRA MOHANLAL KMP,DINESHCHANDRA MOHANLAL KMP,2795,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233028,ZRD0001547,ZRD0001547,BASANTABAI GULABSINGH KMP,BASANTABAI GULABSINGH KMP,2795,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233029,ZRD0001558,ZRD0001558,SAMADHI WALA,SAMADHI WALA,2477,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233030,ZRD0001560,ZRD0001560,MPEB KE SAMNE WALA,MPEB KE SAMNE WALA,2477,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233031,ZRD0001568,ZRD0001568,RELIANCE JIO WALA,RELIANCE JIO WALA,2479,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233032,ZRD0001573,ZRD0001573,OYT KALUSINGH DULESINGH,OYT KALUSINGH DULESINGH,2794,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233033,ZRD0001582,ZRD0001582,MANGILAL BHERAJI WALA,MANGILAL BHERAJI WALA,2480,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233034,ZRD0001585,ZRD0001585,OYT KISHOR BADRILAL WALA,OYT KISHOR BADRILAL WALA,2794,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233035,ZRD0001594,ZRD0001594,BALUSINGH CHANDARSINGH,BALUSINGH CHANDARSINGH,7976,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233036,ZRD0001606,ZRD0001606,AANANADIBAI DULESINIGH

,"AANANADIBAI DULESINIGH

",7976,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233037,ZRD0001616,ZRD0001616,SUGANBAI INDARSINGH,SUGANBAI INDARSINGH,2474,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233038,ZRD0001619,ZRD0001619,OYT RAMSINGH BHANWARSINGH,OYT RAMSINGH BHANWARSINGH,2474,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233039,ZRD0001621,ZRD0001621,OYT LILABAI NAGUSINGH,OYT LILABAI NAGUSINGH,7976,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
233040,ZRD0001632,ZRD0001632,OYT RADHESHYAM MANGUJI,OYT RADHESHYAM MANGUJI,7976,3,382,True,1,10/14/2020 9:35:38 AM,,,,,,,1
