NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
277001,PPY0000031,PPY0000031,BEDI WALA,BEDI WALA,4865,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277002,PPY0000040,PPY0000040,NP II,NP II,4521,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277003,PPY0000041,PPY0000041,VILLAGE WALA,VILLAGE WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277004,PPY0000046,PPY0000046,KAKAD WALA,KAKAD WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277005,PPY0000049,PPY0000049,KHAR WALA,KHAR WALA,5517,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277006,PPY0000058,PPY0000058,NAHAR WALA,NAHAR WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277007,PPY0000063,PPY0000063,TALAB WALA,TALAB WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277008,PPY0000065,PPY0000065,VIJAY KADAWA WALA,VIJAY KADAWA WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277009,PPY0000068,PPY0000068,VILLAGE WALA,VILLAGE WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277010,PPY0000069,PPY0000069,BHILAT BABA WALA,BHILAT BABA WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277011,PPY0000083,PPY0000083,PATEL WALA NAHAR PAR,PATEL WALA NAHAR PAR,5518,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277012,PPY0000095,PPY0000095,UDAYPURA THAKUR WALA,UDAYPURA THAKUR WALA,5518,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277013,PPY0000098,PPY0000098,VILLAGE WALA,VILLAGE WALA,5519,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277014,PPY0000111,PPY0000111,CHANDIPURA DARBAR WALA,CHANDIPURA DARBAR WALA,8363,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277015,PPY0000114,PPY0000114,PUNARWAS WALA III,PUNARWAS WALA III,8363,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277016,PPY0000115,PPY0000115,TOWER WALA,TOWER WALA,8363,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277017,PPY0000121,PPY0000121,MANGILAL WALA,MANGILAL WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277018,PPY0000122,PPY0000122,VILLAGE WALA,VILLAGE WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277019,PPY0000125,PPY0000125,DINESH DAYARAM WALA,DINESH DAYARAM WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277020,PPY0000126,PPY0000126,SHERSINGH WALA,SHERSINGH WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277021,PPY0000127,PPY0000127,HARIRAM WALA,HARIRAM WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277022,PPY0000129,PPY0000129,KADAWA RAJARAM WALA,KADAWA RAJARAM WALA,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277023,PPY0000133,PPY0000133,HARIRAM WALA,HARIRAM WALA,8365,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277024,PPY0000141,PPY0000141,PUNARWAS WALA 4,PUNARWAS WALA 4,3714,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277025,PPY0000142,PPY0000142,PUNARWAS WALA V,PUNARWAS WALA V,3711,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277026,PPY0000155,PPY0000155,CHANKI WALA,CHANKI WALA,3714,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277027,PPY0000159,PPY0000159,BABADI WALA,BABADI WALA,4661,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277028,PPY0000160,PPY0000160,VILLAGE WALAL,VILLAGE WALAL,3714,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277029,PPY0000167,PPY0000167,MACHALPUR GOAN WALA,MACHALPUR GOAN WALA,5519,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277030,PPY0000169,PPY0000169,AAM WALA,AAM WALA,5517,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277031,PPY0000171,PPY0000171,NARMADA NADI,NARMADA NADI,4865,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
277032,PPY0000173,PPY0000173,NAMDEV WALA,NAMDEV WALA,8362,3,495,True,1,10/14/2020 9:35:38 AM,,,,,,,1
