NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
254001,DBK0001808,DBK0001808,Sharif Kha Gaffur Kha,Sharif Kha Gaffur Kha,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254002,DBK0001820,DBK0001820,Chand Kha Umar Kha 12,Chand Kha Umar Kha 12,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254003,DBK0001825,DBK0001825,Mustak Kha Babu Kha,Mustak Kha Babu Kha,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254004,DBK0001826,DBK0001826,Mheboob Kha Saudarkha,Mheboob Kha Saudarkha,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254005,DBK0001830,DBK0001830,Dhannalal Babu,Dhannalal Babu,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254006,DBK0001841,DBK0001841,RAMDAS KISHAN,RAMDAS KISHAN,5122,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254007,DBK0001842,DBK0001842,BABUSA PUNASA,BABUSA PUNASA,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254008,DBK0001844,DBK0001844,MOTI PETU,MOTI PETU,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254009,DBK0001860,DBK0001860,PARVATIBAI BHAULAL,PARVATIBAI BHAULAL,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254010,DBK0001862,DBK0001862,NIRMALABAI GOAPL,NIRMALABAI GOAPL,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254011,DBK0001866,DBK0001866,UMESH BHAGWAT,UMESH BHAGWAT,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254012,DBK0001867,DBK0001867,REKHABAI MOHAN,REKHABAI MOHAN,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254013,DBK0001880,DBK0001880,prahlad raghunath,prahlad raghunath,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254014,DBK0001894,DBK0001894,Swapnil prashant102234,Swapnil prashant102234,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254015,DBK0001906,DBK0001906,Santosh jagannath106574,Santosh jagannath106574,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254016,DBK0001907,DBK0001907,Kiran kishor107396,Kiran kishor107396,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254017,DBK0001913,DBK0001913,Sukadu Ramdas,Sukadu Ramdas,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254018,DBK0001915,DBK0001915,Krishna damo,Krishna damo,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254019,DBK0001927,DBK0001927,Avinash Vasant,Avinash Vasant,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254020,DBK0001930,DBK0001930,Shubhash Raghunath,Shubhash Raghunath,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254021,DBK0001936,DBK0001936,shanta Bai Raghunath,shanta Bai Raghunath,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254022,DBK0001939,DBK0001939,Ramesh Chand Sahebrao,Ramesh Chand Sahebrao,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254023,DBK0001958,DBK0001958,Sadashiv Mhadev,Sadashiv Mhadev,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254024,DBK0001959,DBK0001959,Ashok Sahebrao,Ashok Sahebrao,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254025,DBK0001962,DBK0001962,Daule Kha Peeru 1837,Daule Kha Peeru 1837,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254026,DBK0001964,DBK0001964,Kalu Bhura 1947,Kalu Bhura 1947,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254027,DBK0001965,DBK0001965,Ramjan Kha Hasan Kha,Ramjan Kha Hasan Kha,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254028,DBK0001971,DBK0001971,Arvind Ramesh,Arvind Ramesh,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254029,DBK0001972,DBK0001972,Adivasi Balak Chatrawas,Adivasi Balak Chatrawas,6536,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254030,DBK0001982,DBK0001982,dattu rajaram,dattu rajaram,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254031,DBK0001987,DBK0001987,VIMAL BAI PANDARINATH,VIMAL BAI PANDARINATH,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254032,DBK0001996,DBK0001996,Gjanannad ramjag 5216,Gjanannad ramjag 5216,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254033,DBK0002001,DBK0002001,Suresh bai dilip,Suresh bai dilip,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254034,DBK0002003,DBK0002003,0,0,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254035,DBK0002004,DBK0002004,mohan motiram,mohan motiram,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254036,DBK0002011,DBK0002011,KASHTURIBAI MANGAL SINGH,KASHTURIBAI MANGAL SINGH,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254037,DBK0002014,DBK0002014,DINESH SUMARIYA,DINESH SUMARIYA,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254038,DBK0002034,DBK0002034,HASSAN AKTER KHA,HASSAN AKTER KHA,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254039,DBK0002035,DBK0002035,PANKAJ GANESH,PANKAJ GANESH,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254040,DBK0002037,DBK0002037,BASIR YUSUFKHA,BASIR YUSUFKHA,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254041,DBK0002040,DBK0002040,JAMILABEE MUSTAKKHA,JAMILABEE MUSTAKKHA,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254042,DBK0002044,DBK0002044,MADAN PARASRAM,MADAN PARASRAM,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254043,DBK0002051,DBK0002051,habib emani,habib emani,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254044,DBK0002053,DBK0002053,samimikha akter,samimikha akter,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254045,DBK0002060,DBK0002060,Parantabai Babu,Parantabai Babu,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254046,DBK0002069,DBK0002069,Gopal Shanker,Gopal Shanker,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254047,DBK0002071,DBK0002071,Mukesh Maduker,Mukesh Maduker,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254048,DBK0002075,DBK0002075,Bhagvat Dodhu,Bhagvat Dodhu,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254049,DBK0002079,DBK0002079,Indu Bai Govinda,Indu Bai Govinda,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254050,DBK0002082,DBK0002082,Sununda Bai Shanker,Sununda Bai Shanker,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254051,DBK0002083,DBK0002083,Laxman Ananda,Laxman Ananda,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254052,DBK0002084,DBK0002084,Gyandev Sona,Gyandev Sona,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254053,DBK0002092,DBK0002092,Waman Chavdas,Waman Chavdas,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254054,DBK0002100,DBK0002100,Muktabai Rama,Muktabai Rama,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254055,DBK0002105,DBK0002105,Sitaram Mangal,Sitaram Mangal,8580,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254056,DBK0002118,DBK0002118,Bhagwati Bai Mannulal,Bhagwati Bai Mannulal,5356,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254057,DBK0002131,DBK0002131,Prkash Narayan,Prkash Narayan,5356,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254058,DBK0002133,DBK0002133,Shrawan Vitthal,Shrawan Vitthal,5356,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254059,DBK0002136,DBK0002136,Vasant Vithoba,Vasant Vithoba,5356,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254060,DBK0002157,DBK0002157,SARDAR MAJID,SARDAR MAJID,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254061,DBK0002162,DBK0002162,RASIDABEE RAMJAN,RASIDABEE RAMJAN,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254062,DBK0002169,DBK0002169,MOHAMMAD KHA,MOHAMMAD KHA,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254063,DBK0002183,DBK0002183,MOHAN MOTIRAM,MOHAN MOTIRAM,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254064,DBK0002186,DBK0002186,RUKSANABE NASIR,RUKSANABE NASIR,5121,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254065,DBK0002189,DBK0002189,NURIBAI JALIL,NURIBAI JALIL,6538,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254066,DBK0002203,DBK0002203,Pundlik Harchand,Pundlik Harchand,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254067,DBK0002205,DBK0002205,Vitthal Harchand,Vitthal Harchand,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254068,DBK0002208,DBK0002208,Prakash Shankar,Prakash Shankar,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254069,DBK0002216,DBK0002216,Maltibai Waman,Maltibai Waman,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254070,DBK0002217,DBK0002217,Dhansingh Seva,Dhansingh Seva,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254071,DBK0002229,DBK0002229,Mirabai Abhaysingh,Mirabai Abhaysingh,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
254072,DBK0002237,DBK0002237,Sadashiv Namdeo,Sadashiv Namdeo,5710,3,214,True,1,10/14/2020 9:35:38 AM,,,,,,,1
