NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
258001,GJB0001480,GJB0001480,RAMPRASHAD BHAGATRAM,RAMPRASHAD BHAGATRAM,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258002,GJB0001495,GJB0001495,GJB0001495,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258003,GJB0001498,GJB0001498,GJB0001498,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258004,GJB0001499,GJB0001499,GJB0001499,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258005,GJB0001504,GJB0001504,GJB0001504,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258006,GJB0001508,GJB0001508,GJB0001508,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258007,GJB0001514,GJB0001514,GJB0001514,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258008,GJB0001520,GJB0001520,GJB0001520,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258009,GJB0001525,GJB0001525,GJB0001525,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258010,GJB0001528,GJB0001528,GJB0001528,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258011,GJB0001530,GJB0001530,GJB0001530,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258012,GJB0001556,GJB0001556,GJB0001556,,1700,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258013,GJB0001562,GJB0001562,GJB0001562,,1702,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258014,GJB0001568,GJB0001568,GJB0001568,,2033,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258015,GJB0001572,GJB0001572,GJB0001572,,2211,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258016,GJB0001574,GJB0001574,GJB0001574,,1975,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
258017,GJB0001575,GJB0001575,GJB0001575,,7844,3,266,True,1,10/14/2020 9:35:38 AM,,,,,,,1
