NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
260001,HSN0000236,HSN0000236,Ramnarayan Shobharam,Ramnarayan Shobharam,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260002,HSN0000237,HSN0000237,Hiralal Wala - II,Hiralal Wala - II,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260003,HSN0000251,HSN0000251,Ratan Lalu wala,Ratan Lalu wala,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260004,HSN0000253,HSN0000253,SDO BSNL TOWER ARNIYAGURJAR,SDO BSNL TOWER ARNIYAGURJAR,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260005,HSN0000254,HSN0000254,Mohan Das Narayan Das wala,Mohan Das Narayan Das wala,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260006,HSN0000256,HSN0000256,panchayat wala,panchayat wala,7893,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260007,HSN0000261,HSN0000261,FAIL WALI,FAIL WALI,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260008,HSN0000270,HSN0000270,BARODA ROAD WALI,BARODA ROAD WALI,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260009,HSN0000276,HSN0000276,SOHANGARH FANTA,SOHANGARH FANTA,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260010,HSN0000281,HSN0000281,CHANDARSINGH WALA 2,CHANDARSINGH WALA 2,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260011,HSN0000285,HSN0000285,BHIL WALI,BHIL WALI,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260012,HSN0000295,HSN0000295,GAO WALA,GAO WALA,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260013,HSN0000296,HSN0000296,DHUL SINGH,DHUL SINGH,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260014,HSN0000297,HSN0000297,Kankadwala Addi.,Kankadwala Addi.,2243,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260015,HSN0000302,HSN0000302,JANGANNATH NAI WALA,JANGANNATH NAI WALA,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260016,HSN0000306,HSN0000306,HUKUM CHAND WALA,HUKUM CHAND WALA,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260017,HSN0000319,HSN0000319,MAGNIRAM WALA,MAGNIRAM WALA,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260018,HSN0000320,HSN0000320,BABULAL WALA,BABULAL WALA,7893,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260019,HSN0000325,HSN0000325,PANNALAL WALA,PANNALAL WALA,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260020,HSN0000338,HSN0000338,VISHNU WALI,VISHNU WALI,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260021,HSN0000341,HSN0000341,RAMESHAVAR WALI,RAMESHAVAR WALI,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260022,HSN0000343,HSN0000343,DEVRAM WALA,DEVRAM WALA,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260023,HSN0000344,HSN0000344,ONKAAR WALA,ONKAAR WALA,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260024,HSN0000347,HSN0000347,VAKIL SAHAB WALI,VAKIL SAHAB WALI,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260025,HSN0000357,HSN0000357,PANDA WALE,PANDA WALE,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260026,HSN0000358,HSN0000358,RAMKANYA BAI WALA,RAMKANYA BAI WALA,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260027,HSN0000373,HSN0000373,RAMPRASAD WALA,RAMPRASAD WALA,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260028,HSN0000376,HSN0000376,SHITAL WALI,SHITAL WALI,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260029,HSN0000379,HSN0000379,MADAN WALE,MADAN WALE,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260030,HSN0000381,HSN0000381,MAGULAL WALA,MAGULAL WALA,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260031,HSN0000382,HSN0000382,NAGU SINGH WALI,NAGU SINGH WALI,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260032,HSN0000388,HSN0000388,SHAMSUNDER AMBARAM,SHAMSUNDER AMBARAM,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260033,HSN0000393,HSN0000393,RADHESHAYAM RATANLAL,RADHESHAYAM RATANLAL,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260034,HSN0000395,HSN0000395,KAMLA BAI RAMCHANDRA,KAMLA BAI RAMCHANDRA,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260035,HSN0000400,HSN0000400,GHANSHAYAM BALARAM WALA,GHANSHAYAM BALARAM WALA,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260036,HSN0000401,HSN0000401,CHETRAM RAMLAL WALA,CHETRAM RAMLAL WALA,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260037,HSN0000410,HSN0000410,BAGDIRAM DAVARAM WALA,BAGDIRAM DAVARAM WALA,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260038,HSN0000419,HSN0000419,BADRILAL SALEGRAM,BADRILAL SALEGRAM,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260039,HSN0000430,HSN0000430,BHUWAN PUNA WALA,BHUWAN PUNA WALA,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260040,HSN0000436,HSN0000436,VIDHAYA BAI RAMESHAVAR,VIDHAYA BAI RAMESHAVAR,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260041,HSN0000438,HSN0000438,GANESH BAGDIRAM WALA,GANESH BAGDIRAM WALA,1743,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260042,HSN0000441,HSN0000441,GITA BAI CHOGALAL WALA,GITA BAI CHOGALAL WALA,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260043,HSN0000443,HSN0000443,KELASH BHAGIRATH WALA,KELASH BHAGIRATH WALA,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260044,HSN0000462,HSN0000462,MAGILAL MOTILAL,MAGILAL MOTILAL,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260045,HSN0000482,HSN0000482,NALE WALA,NALE WALA,2326,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260046,HSN0000491,HSN0000491,NA,NA,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260047,HSN0000495,HSN0000495,NAI AABADI WALI,NAI AABADI WALI,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260048,HSN0000504,HSN0000504,BABULAL WALI,BABULAL WALI,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260049,HSN0000507,HSN0000507,BALMUKAN WALI,BALMUKAN WALI,7891,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260050,HSN0000516,HSN0000516,KANIRAM WALI,KANIRAM WALI,2243,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260051,HSN0000519,HSN0000519,KHANNA WALI,KHANNA WALI,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260052,HSN0000526,HSN0000526,MULCHAND RAMA,MULCHAND RAMA,2277,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260053,HSN0000537,HSN0000537,PAWAN BHERA WALI,PAWAN BHERA WALI,2243,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260054,HSN0000541,HSN0000541,PRAKASH SHANTILAL,PRAKASH SHANTILAL,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260055,HSN0000543,HSN0000543,RAJU BHAI WALI,RAJU BHAI WALI,2243,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260056,HSN0000552,HSN0000552,RELIANCE WALI,RELIANCE WALI,7893,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260057,HSN0000553,HSN0000553,SAGAS BABU JI WALI,SAGAS BABU JI WALI,7892,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260058,HSN0000554,HSN0000554,SAMPAT BAI WALI,SAMPAT BAI WALI,2325,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260059,HSN0000564,HSN0000564,SUSHILA BAI WALI,SUSHILA BAI WALI,1744,3,320,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260060,HSP0000002,HSP0000002,KANHEYALAL WALA,KANHEYALAL WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260061,HSP0000003,HSP0000003,SAMSAN WALA,SAMSAN WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260062,HSP0000004,HSP0000004,RGGY WALA,RGGY WALA,4839,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260063,HSP0000012,HSP0000012,GOAN WALA,GOAN WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260064,HSP0000013,HSP0000013,RGGY WALA,RGGY WALA,4839,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260065,HSP0000016,HSP0000016,RMACHARAN KHANDVA WALA,RMACHARAN KHANDVA WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260066,HSP0000017,HSP0000017,KANHEYALAL SARPANCH WALA,KANHEYALAL SARPANCH WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260067,HSP0000020,HSP0000020,SHANTILAL HIRALAL WALA,SHANTILAL HIRALAL WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260068,HSP0000022,HSP0000022,MOHAN THAKUR WALA,MOHAN THAKUR WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260069,HSP0000027,HSP0000027,HEM SINGH AMAR SINGH WALA,HEM SINGH AMAR SINGH WALA,8340,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260070,HSP0000029,HSP0000029,MOHAN SINGH WALA,MOHAN SINGH WALA,4421,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260071,HSP0000031,HSP0000031,GOAN WALA,GOAN WALA,3672,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260072,HSP0000032,HSP0000032,RATAN SETH WALA,RATAN SETH WALA,3672,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260073,HSP0000038,HSP0000038,RAM MANDIR WALA,RAM MANDIR WALA,3672,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260074,HSP0000039,HSP0000039,RANJEET WALA,RANJEET WALA,3672,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260075,HSP0000042,HSP0000042,BADRI YADAV WALA,BADRI YADAV WALA,3672,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260076,HSP0000051,HSP0000051,CHOKIWDAR WALA,CHOKIWDAR WALA,4421,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260077,HSP0000055,HSP0000055,KRIPA RAM WALA,KRIPA RAM WALA,4421,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
260078,HSP0000059,HSP0000059,AKBAR KANA WALA,AKBAR KANA WALA,4421,3,178,True,1,10/14/2020 9:35:38 AM,,,,,,,1
