NetworkLookup_TblRefID,Network_Code,Network_RAPDRPCode,Network_Name,Network_Address,HigherNetwork_ID,NetworkHierarchy_TblRefID,OrganisationLookup_TblRefID,IsActiveStatus,EntryUserCode,EntryDateTime,EntryLoginCode,UpdateLoginCode,UpdateUserCode,UpdateDateTime,Network_NIC_Code,Network_PFC_Code,SUPPLY_VTG_TblRefID
242001,UPL0001104,UPL0001104,VENIRAM RAM WALA (DP NO.23),VENIRAM RAM WALA (DP NO.23),2292,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242002,UPL0001109,UPL0001109,RAMRATN WALA (DP NO.23),RAMRATN WALA (DP NO.23),2291,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242003,UPL0001111,UPL0001111,8BHAGWAN DEVCHND WALA,8BHAGWAN DEVCHND WALA,5383,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242004,UPL0001113,UPL0001113,16GOVINDRAM WALA,16GOVINDRAM WALA,5383,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242005,UPL0001117,UPL0001117,25BABULAL CHOKIYA WALA,25BABULAL CHOKIYA WALA,5383,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242006,UPL0001128,UPL0001128,63MOHANLAL KHATIK WALA,63MOHANLAL KHATIK WALA,5383,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242007,UPL0001131,UPL0001131,65MISHRILAL WALA,65MISHRILAL WALA,5383,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242008,UPL0001136,UPL0001136,RATHORE WALA,RATHORE WALA,6120,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242009,UPL0001137,UPL0001137,RAMLAL POONA wali,RAMLAL POONA wali,6120,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242010,UPL0001150,UPL0001150,GAON WALA ADDITIONAL,GAON WALA ADDITIONAL,6120,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242011,UPL0001153,UPL0001153,RAMNARAYAN  WALA (DP No. 58),RAMNARAYAN  WALA (DP No. 58),2154,3,326,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242012,UVZ0000002,UVZ0000002,HIRA UDHYOG NAGAR,HIRA UDHYOG NAGAR,5019,3,170,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242013,UVZ0000009,UVZ0000009,MONO POLE PA/163 KE PASS,MONO POLE PA/163 KE PASS,4399,3,170,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242014,UVZ0000016,UVZ0000016,SHIV PARVATI NAGAR WALA,SHIV PARVATI NAGAR WALA,3600,3,170,True,1,10/14/2020 9:35:38 AM,,,,,,,1
242015,UVZ0000019,UVZ0000019,LIMBODI GAON WALA,LIMBODI GAON WALA,4408,3,170,True,1,10/14/2020 9:35:38 AM,,,,,,,1
